Mã KCB,Tên cơ sở,Tên cơ sở (English),Loại hình cơ sở,Cấp cơ sở,Tỉnh/Thành phố,Quận/Huyện,Xã/Phường
     75012,TTYT  Huyện Trảng Bom,Trang Bom District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đồng Nai,Huyện Trảng Bom,Thị trấn Trảng Bom
     75020,Bệnh viện đa khoa huyện Nhơn Trạch,Nhon Trach District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đồng Nai,Huyện Nhơn Trạch,Xã Phú Hội
     60153,Bệnh viện Phổi tỉnh Bình Thuận,Binh Thuan Provincial Lung Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Bình Thuận,Thành phố Phan Thiết,Phường Phú Trinh
     60002,BV Đa khoa khu vực La Gi,La Gi Tơn Regional General Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Bình Thuận,Thị xã La Gi,Phường Tân An
     60004,TTYT  Huyện Tuy Phong,Tuy Phong District Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Thuận,Huyện Tuy Phong,Thị trấn Liên Hương
     60013,TTYT  Huyện Tánh Linh,Tanh Linh District Health Center ,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Thuận,Huyện Tánh Linh,Thị trấn Lạc Tánh
     60019,TTYT  Huyện Hàm Tân,Ham Tan District Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Thuận,Huyện Hàm Tân,Thị trấn Tân Nghĩa
     60015,Bệnh viện đa khoa khu vực Phía Nam,Nam Binh Thuan Regional General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Bình Thuận,Huyện Đức Linh,Xã Nam Chính
     77001,BỆNH VIỆN VŨNG TÀU,Vung Tau Provincial General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường 1
     77117,BỆNH VIỆN Y HỌC CỔ TRUYỀN BÀ RỊA - VŨNG TÀU,Ba Ria-Vung Tau Provincial Traditional Medicine Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Bà Rịa - Vũng Tàu,Thành phố Bà Rịa,Xã Hoà Long
     77008,TRUNG TÂM Y TẾ HUYỆN CHÂU ĐỨC,Chau Duc District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bà Rịa - Vũng Tàu,Huyện Châu Đức,Thị trấn Ngãi Giao
     77076,TTYT Huyện Đất đỏ,Dat Do District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Xã Phước Hội
     77005,Trung tâm Y tế Huyện Long Điền,Long Dien District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bà Rịa - Vũng Tàu,Huyện Long Điền,Xã An Ngãi
     80263,Bệnh viện Sản Nhi TW Long An,Bệnh viện Sản Nhi TWG Long An,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Long An,Thành phố Tân An,Phường 7
     80016,BV Dã chiến số 1 Long An (BV phổi),Long An Provincial Tuberculosis and Lung Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Long An,Thành phố Tân An,Phường 7
     ,BV Dã chiến số 22 - TT GDTX Long An,BV Dã chiến số 22 - TT GDTX Long An,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Long An,Thành phố Tân An,Xã Bình Tâm
     80015,Trung tâm y tế huyện Tân Hưng,Tan Hung District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Long An,Huyện Tân Hưng,Thị trấn Tân Hưng
     80014,BV Dã chiến số 6 Long An (TTTYT Vĩnh Hưng),Vinh Hung District Health Center,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Long An,Huyện Vĩnh Hưng,Thị trấn Vĩnh Hưng
     80018,BV Dã chiến số 5 Long An ( TTYT Mộc Hoá),Moc Hoa District Health Center ,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Long An,Huyện Mộc Hóa,Thị trấn Bình Phong Thạnh
     80012,Trung tâm y tế huyện Tân Thạnh,Tan Thanh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Long An,Huyện Tân Thạnh,Xã Tân Thành
     80011.,TTYT  Huyện Thạnh Hoá,Thanh Hoa District Health Center,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Long An,Huyện Thạnh Hóa,Thị trấn Thạnh Hóa
     80004,TTYT  Huyện Bến Lức,Ben Luc District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Long An,Huyện Bến Lức,Thị trấn Bến Lức
     80003,TTYT  Huyện Thủ Thừa,Thu Thua District Health Center (CS1-Hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Long An,Huyện Thủ Thừa,Thị trấn Thủ Thừa
     80009.,Trung TâmY tế Tân Trụ,Tan Tru District Health Center,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Long An,Huyện Tân Trụ,Thị trấn Tân Trụ
     80006,Trung tâm Y tế huyện Cần Đước,Can Duoc District Health Center ,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Long An,Huyện Cần Đước,Thị trấn Cần Đước
     87164,Bệnh viện điều trị COVID - 19 Đồng Tháp (BV PHCN),Dong Thap Provincial Rehabilitation Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Đồng Tháp,Thành phố Cao Lãnh,Phường 1
     87013,Bệnh viện Y học Cổ truyền Đồng Tháp,Dong Thap provincial Traditional medicine Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Đồng Tháp,Thành phố Cao Lãnh,Phường 1
     87044,BV Quân dân y Đồng Tháp,Dong Thap Military Civilian Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Đồng Tháp,Thành phố Cao Lãnh,Phường 1
     87012,Bệnh viện đa khoa Đồng Tháp,Dong Thap Provincial General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Đồng Tháp,Thành phố Cao Lãnh,Xã Mỹ Trà
     87014,Bệnh viện Đa khoa Sa Đéc,Sa Dec General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Đồng Tháp,Thành phố Sa Đéc,Phường 2
     87008,TTYT  Huyện Tân Hồng,Tan Hong District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đồng Tháp,Huyện Tân Hồng,Thị trấn Sa Rài
     87177,TTYT  Huyện Hồng Ngự,Hong Ngu District Health Center ,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đồng Tháp,Huyện Hồng Ngự,Thị trấn Thường Thới Tiền
     87010,TTYT  Huyện Thanh Bình,Thanh Binh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đồng Tháp,Huyện Thanh Bình,Thị trấn Thanh Bình
     87003,TTYT  Huyện Cao Lãnh,Cao Lanh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đồng Tháp,Huyện Cao Lãnh,Thị trấn Mỹ Thọ
     87005,Cơ sở cách ly tập trung Đồng Tháp (TTYT Lấp Vò),Lap Vo District Health Center,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Đồng Tháp,Huyện Lấp Vò,Xã Bình Thạnh Trung
     87011,TTYT  Huyện Lai Vung,Lai Vung District Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đồng Tháp,Huyện Lai Vung,Thị trấn Lai Vung
     87009,TTYT  Huyện Châu Thành,Chau Thanh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đồng Tháp,Huyện Châu Thành,Thị trấn Cái Tàu Hạ
     87180,Trung tâm Y tế  Thành phố Hồng Ngự,Hong Ngu Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đồng Tháp,Thị xã Hồng Ngự,Phường An Thạnh
     89012,BỆNH VIỆN ĐA KHOA TRUNG TÂM AN GIANG,An Giang Provincial General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh An Giang,Thành phố Long Xuyên,Phường Mỹ Phước
     89002,Trung tâm Y tế thành phố Châu Đốc,Chau Doc City Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh An Giang,Thành phố Châu Đốc,Phường Châu Phú A
     89003,TTYT Huyện An Phú,An Phu District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh An Giang,Huyện An Phú,Thị trấn An Phú
     89005,TRUNG TÂM Y TẾ HUYỆN PHÚ TÂN,Phu Tan District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh An Giang,Huyện Phú Tân,Thị trấn Phú Mỹ
     89009,TRUNG TÂM Y TẾ HUYỆN CHỢ MỚI,Cho Moi District Health Center ,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh An Giang,Huyện Chợ Mới,Thị trấn Chợ Mới
     89011,TTYT Huyện Thoại Sơn,Thoai Son District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh An Giang,Huyện Thoại Sơn,Xã Thoại Giang
     82022,Bệnh viện Y học cổ truyền Tiền Giang,Bệnh viện Y học cổ truyền Tiền Giang,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Tiền Giang,Thành phố Mỹ Tho,Phường 1
     82026,BVDC Số 2 (Bệnh viện Lao và Bệnh phổi),Tien Giang Provincial Tuberculosis and Lung Disease Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Tiền Giang,Thành phố Mỹ Tho,Xã Phước Thạnh
     82010,Trung tâm Y tế Tân Phước,Tan Phuoc District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tiền Giang,Huyện Tân Phước,Thị trấn Mỹ Phước
     82009,Trung tâm Y tế Châu Thành,Chau Thanh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tiền Giang,Huyện Châu Thành,Thị trấn Tân Hiệp
     82017,BVDC số 4 (Cơ sở Cai Lậy),Cai Lay District Health Center (CS1-My Phuoc Tay General Hospital),Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Tiền Giang,Huyện Cai Lậy,Xã Phú Cường
     82007,Trung tâm Y tế Chợ Gạo,Cho Gao District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tiền Giang,Huyện Chợ Gạo,Xã Long Bình Điền
     82011,Trung tâm Y tế huyện Cái Bè,Cai Be District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tiền Giang,Huyện Cái Bè,Xã An Cư
     82006,TTYT Huyện Gò Công Tây,Go Cong Tay District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tiền Giang,Huyện Gò Công Tây,Thị trấn Vĩnh Bình
     82202,BVDC Số 3 (Cơ sở Tân Hoà),Trạm y tế Thị trấn Tân Hòa - GCĐ,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Tiền Giang,Huyện Gò Công Đông,Thị trấn Tân Hòa
     82004,TTYT  Huyện Gò Công Đông,Go Cong Dong District Health Center (CS1-Hospital in Tan Tay),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tiền Giang,Huyện Gò Công Đông,Xã Tân Tây
     82013,Trung tâm Y tế Tân Phú Đông,Tan Phu Dong District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tiền Giang,Huyện Tân Phú Đông,Xã Phú Thạnh
     86128,Trung tâm y tế thành phố Vĩnh Long,Vinh Long City Health Center (CS2-Preventive),Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Vĩnh Long,Thành phố Vĩnh Long,Phường 9
     86006,TTYT H. Long Hồ,Long Ho District Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Vĩnh Long,Huyện Long Hồ,Thị trấn Long Hồ
     86132,Bệnh viện Phổi Vĩnh Long,Vinh Long Provincial Lung Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Thanh Đức
     86138,Bv Dã chiến Hòa Phú,Hoa Phu Regional General Hospital (Long Ho),Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Vĩnh Long,Huyện Long Hồ,Xã Lộc Hòa
     86019,Trung tâm y tế huyện Mang Thít,Mang Thit District Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Vĩnh Long,Huyện Mang Thít,Thị trấn Cái Nhum
     86032,TTYT TX. Bình Minh,Binh Minh Town Health Center  (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Vĩnh Long,Thị xã Bình Minh,Xã Thuận An
     86108,Bệnh viện đa khoa khu vực kết hợp Quân dân y (Vĩnh Long),Vinh Long Regional Military-Civilian General Hospital (Vinh Long),Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Vĩnh Long,Huyện Bình Tân,Xã Tân Thành
     86049,TTYT H. Tam Bình,Tam Binh District Health Center (CS1-Hospital),Trung tâm y tế,Tuyến tỉnh,Tỉnh Vĩnh Long,Huyện Tam Bình,Thị trấn Tam Bình
     86066,TTYT H. Trà Ôn,Tra On District Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Vĩnh Long,Huyện Trà Ôn,Thị trấn Trà Ôn
     83301,Trung tâm y tế Châu Thành cơ sơ Hàm Long (CS2-YTDP),Chau Thanh District Health Center (Ham Long facility) CS2-Preventive ,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bến Tre,Huyện Châu Thành,Xã Tiên Thủy
     83300,TTYT  Huyện Châu Thành,Chau Thanh District Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bến Tre,Huyện Châu Thành,Xã Phú An Hòa
     83040,Bệnh viện Lao và bệnh Phổi Bến Tre,Ben Tre Provincial Tuberculosis and Lung Disease Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Bến Tre,Huyện Châu Thành,Xã Hữu Định
     83400_2,TTYT  Huyện Chợ Lách,Cho Lach District Health Center (CS2),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bến Tre,Huyện Chợ Lách,Thị trấn Chợ Lách
     83500_2,TTYT  Huyện Giồng Trôm,Giong Trom District Health Center (CS2),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bến Tre,Huyện Giồng Trôm,Thị trấn Giồng Trôm
     83200,TTYT  Huyện Bình Đại,Binh Dai District Health Center (CS1-Hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bến Tre,Huyện Bình Đại,Thị trấn Bình Đại
     83700_2,TTYT  Huyện Thạnh Phú,Thanh Phu District Health Center (CS2),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bến Tre,Huyện Thạnh Phú,Thị trấn Thạnh Phú
     83038,TTYT  Huyện Mỏ Cày Bắc,Mo Cay Bac District Health Center ,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bến Tre,Huyện Mỏ Cày Bắc,Xã Phước Mỹ Trung
     91014,Bệnh Viện Y Dược Cổ Truyền Kiên Giang,Kien Giang Provincial Traditional Medicine Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Kiên Giang,Thành phố Rạch Giá,Phường Vĩnh Lạc
     91002,Trung tâm Y tế Thị xã Hà Tiên,Ha Tien City Health Center ,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Kiên Giang,Thành phố Hà Tiên,Phường Tô Châu
     ,TTYT  Thành Phố Hà Tiên,TTYT Thành Phố Hà Tiên,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Kiên Giang,Thành phố Hà Tiên,Phường Tô Châu
     91013,TTYT  Huyện Kiên Lương,Kien Luong District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Kiên Giang,Huyện Kiên Lương,Thị trấn Kiên Lương
     91004,TTYT  Huyện Tân Hiệp,Tan Hiep District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Kiên Giang,Huyện Tân Hiệp,Thị trấn Tân Hiệp
     91006,TTYT  Huyện Giồng Riềng,Giong Rieng District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Kiên Giang,Huyện Giồng Riềng,Thị Trấn Giồng Riềng
     91007,TTYT  Huyện Gò Quao,Go Quao District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Kiên Giang,Huyện Gò Quao,Thị trấn Gò Quao
     91008,TTYT  Huyện An Biên,An Bien District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Kiên Giang,Huyện An Biên,Thị trấn Thứ Ba
     91009,TTYT  Huyện An Minh,An Minh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Kiên Giang,Huyện An Minh,Thị trấn Thứ Mười Một
     91011,TTYT  Huyện Phú Quốc,Phu Quoc District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Kiên Giang,Huyện Phú Quốc,Thị trấn Dương Đông
     91012,TTYT  Huyện Kiên Hải,Kien Hai District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Kiên Giang,Huyện Kiên Hải,Xã Hòn Tre
     91039,TTYT  Huyện U Minh Thượng,U Minh Thuong District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Kiên Giang,Huyện U Minh Thượng,Xã An Minh Bắc
     91038,TTYT  TTYT Huyện Giang Thành,Giang Thanh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Kiên Giang,Huyện Giang Thành,Xã Phú Lợi
     92013,Bệnh viện Y học cổ truyền Cần Thơ,Can Tho Municipal Traditional Medicine Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Thành phố Cần Thơ,Quận Ninh Kiều,Phường Hưng Lợi
     92122,Bệnh viện Mắt Sài Gòn-Cần Thơ [Hệ thống BV Mắt Sài Gòn],Saigon Eye Hospital-Can Tho,Bệnh viện chuyên khoa,Tuyến tỉnh,Thành phố Cần Thơ,Quận Ninh Kiều,Phường An Bình
     92005,TTYT quận Bình Thủy,Binh Thuy District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Thành phố Cần Thơ,Quận Bình Thuỷ,Phường Bình Thủy
     92120,Bệnh viện đa khoa Tâm Minh Đức - Cần Thơ,Tam Minh Duc General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Thành phố Cần Thơ,Quận Bình Thuỷ,Phường An Thới
     92006,TTYT  Quận Cái Răng,Cai Rang District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Thành phố Cần Thơ,Quận Cái Răng,Phường Lê Bình
     92092.,Bệnh viện QDY TP Cần Thơ (BV Cờ Đỏ),Can Tho Municipal Military-Civilian Hospital (in Co Do District),Bệnh viện chuyên khoa,Tuyến tỉnh,Thành phố Cần Thơ,Huyện Cờ Đỏ,Thị trấn Cờ Đỏ
     92008,TTYT  Huyện Phong Điền,Phong Dien District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Thành phố Cần Thơ,Huyện Phong Điền,Thị trấn Phong Điền
     92009,TTYT Huyện Thới Lai,Thoi Lai District Health Center (CS1-Hospital),trung tâm y tế huyện,Tuyến tỉnh,Thành phố Cần Thơ,Huyện Thới Lai,Thị trấn Thới Lai
     93007,TTYT  Thành Phố Vị Thanh,Vi Thanh City Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Hậu Giang,Thành phố Vị Thanh,Phường V
     ,BV Dã chiến Công An tỉnh Hậu Giang,BV Dã chiến Công An tỉnh Hậu Giang,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Hậu Giang,Thành phố Vị Thanh,Phường V
     93016,BV Đa khoa TP Ngã Bảy,Nga Bay Town Health Center,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Hậu Giang,Thành phố Ngã Bảy,Phường Lái Hiếu
     93006,TTYT  Huyện Châu Thành A,Chau Thanh A District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Hậu Giang,Huyện Châu Thành A,Thị trấn Một Ngàn
     93005,TTYT  Huyện Châu Thành,Chau Thanh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Hậu Giang,Huyện Châu Thành,Thị Trấn Ngã Sáu
     93004,TTYT  Huyện Phụng Hiệp,Phung Hiep District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Hậu Giang,Huyện Phụng Hiệp,Xã Long Thạnh
     ,BV Dã chiến Vị Thuỷ cơ sở 3 (CA Vị Thuỷ),BV Dã chiến Vị Thuỷ cơ sở 3 (CA Vị Thuỷ),Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Hậu Giang,Huyện Vị Thuỷ,Thị trấn Nàng Mau
     93003,TTYT thị xã Long Mỹ,Long My Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Hậu Giang,Thị xã Long Mỹ,Phường Bình Thạnh
     84146,Bệnh viện đa khoa Thiên Ân,Bệnh viện đa khoa Thiên Ân,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Trà Vinh,Thành phố Trà Vinh,Phường 5
     84127,BV Dã chiến số 2 Trà Vinh (QDY),Tra Vinh Provincial Military Civilian Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Trà Vinh,Thành phố Trà Vinh,Phường 7
     84002,BV Dã chiến số 5 - TTYT  Huyện Càng Long,Cang Long District Health Center (CS1-Hospital),Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Trà Vinh,Huyện Càng Long,Thị trấn Càng Long
     84134,BV Dã chiến số 1 - Bệnh viện Lao Và Bệnh phổi Trà Vinh,Tra Vinh Provincial Tuberculosis and Lung Disease Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Trà Vinh,Huyện Châu Thành,Xã Lương Hòa
     84060,BV Dã chiến số 6 - Bệnh viện Y dược cổ truyền tỉnh Trà Vinh,Tra Vinh provincial Traditional Medicine Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Trà Vinh,Huyện Châu Thành,Xã Nguyệt Hóa
     84005,BV Dã chiến số 4 - Bệnh viện đa khoa Khu vực Tiểu Cần,Tieu Can Regional General Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Trà Vinh,Huyện Tiểu Cần,Thị trấn Tiểu Cần
     84006,TTYT  Huyện Trà Cú,Tra Cu District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Trà Vinh,Huyện Trà Cú,Thị trấn Trà Cú
     94005,TTYT  Huyện Kế Sách,Ke Sach District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Sóc Trăng,Huyện Kế Sách,Thị trấn Kế Sách
     94004,TTYT  Huyện Long Phú,Long Phu District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Sóc Trăng,Huyện Long Phú,Thị trấn Long Phú
     94008,TTYT  Huyện Cù Lao Dung,Cu Lao Dung District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Sóc Trăng,Huyện Cù Lao Dung,Thị trấn Cù Lao Dung
     94003,TTYT  Huyện Mỹ Tú,My Tu District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Sóc Trăng,Huyện Mỹ Tú,Thị trấn Huỳnh Hữu Nghĩa
     94018,TTYT  Huyện Châu Thành,Chau Thanh District Health Center (Soc Trang),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Sóc Trăng,Huyện Châu Thành,Thị trấn Châu Thành
     94002,TTYT  Huyện Mỹ Xuyên,My Xuyen District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Sóc Trăng,Huyện Mỹ Xuyên,Thị trấn Mỹ Xuyên
     94006,TTYT  Huyện Thạnh Trị,Thanh Tri District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Sóc Trăng,Huyện Thạnh Trị,Thị trấn Phú Lộc
     94010,TTYT  Thị xã Ngã Năm,Nga Nam Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Sóc Trăng,Thị xã Ngã Năm,Phường 1
     94007,TTYT  Thị xã Vĩnh Châu,Vinh Chau Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Sóc Trăng,Thị xã Vĩnh Châu,Phường 1
     94020,TTYT  Huyện Trần Đề,Tran De District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Sóc Trăng,Huyện Trần Đề,Thị trấn Lịch Hội Thượng
     95006,TTYT  Huyện Phước Long,Phuoc Long District Health Center ,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bạc Liêu,Huyện Phước Long,Thị trấn Phước Long
     95005,TTYT  Huyện Hồng Dân,Hong Dan District Health Center,Trung tâm y tế,Tuyến tỉnh,Tỉnh Bạc Liêu,Huyện Hồng Dân,Thị trấn Ngan Dừa
     95035,TTYT  Huyện Vĩnh Lợi,Vinh Loi District Health Center,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Bạc Liêu,Huyện Vĩnh Lợi,Thị trấn Châu Hưng
     95003,TTYT  Huyện Hoà Bình,Hoa Binh District Health Center (CS1-Hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bạc Liêu,Huyện Hoà Bình,Thị trấn Hòa Bình
     96144,Bệnh viện đa khoa Hoàn Mỹ Minh Hải,Minh Hai Hoan My Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Cà Mau,Thành phố Cà Mau,Phường 7
     96011,TTYT  Huyện Thới Bình,Thoi Binh District Health Center,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Cà Mau,Huyện Thới Bình,Thị trấn Thới Bình
     96030,TTYT  Huyện U Minh,U Minh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Cà Mau,Huyện U Minh,Thị trấn U Minh
     96019,Bệnh viện đa khoa Cái Nước,Cai Nuoc District General Hopsital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Cà Mau,Huyện Cái Nước,Thị trấn Cái Nước
     96066,TTYT  Huyện Phú Tân,Phu Tan District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Cà Mau,Huyện Phú Tân,Thị trấn Cái Đôi Vàm
     96067,TTYT  Huyện Ngọc Hiển,Ngoc Hien District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Cà Mau,Huyện Ngọc Hiển,Thị trấn Rạch Gốc
